inflected_form,base_form
থামতে থাকবেনও,থাম
থামতেই,থাম
থামতেও,থাম
থামতেন,থাম
থামতেনই,থাম
থামতেনও,থাম
থামব,থাম
থামবই,থাম
থামবও,থাম
থামবি,থাম
থামবিই,থাম
থামবিও,থাম
থামবে,থাম
থামবেই,থাম
থামবেও,থাম
থামবেন,থাম
থামবেনই,থাম
থামবেনও,থাম
থামল,থাম
থামলই,থাম
থামলও,থাম
থামলাম,থাম
থামলামই,থাম
থামলামও,থাম
থামলি,থাম
থামলিই,থাম
থামলিও,থাম
থামলে,থাম
থামলেই,থাম
থামলেও,থাম
থামলেন,থাম
থামলেনই,থাম
থামলেনও,থাম
থামা,থাম
থামাই,থাম
থামাও,থাম
থামার,থাম
থামারই,থাম
থামারও,থাম
থামি,থাম
থামিই,থাম
থামিও,থাম
থামিস,থাম
থামিসই,থাম
থামিসও,থাম
থামুক,থাম
থামুকই,থাম
থামুকও,থাম
থামুন,থাম
থামুনই,থাম
থামুনও,থাম
থামে,থাম
থামেই,থাম
থামেও,থাম
থামেন,থাম
থামেনই,থাম
থামেনও,থাম
দাঁড়া,দাঁড়া
দাঁড়াই,দাঁড়া
দাঁড়াইই,দাঁড়া
দাঁড়াইও,দাঁড়া
দাঁড়াও,দাঁড়া
দাঁড়াওই,দাঁড়া
দাঁড়াওও,দাঁড়া
দাঁড়াক,দাঁড়া
দাঁড়াকই,দাঁড়া
দাঁড়াকও,দাঁড়া
দাঁড়াচ্ছ,দাঁড়া
দাঁড়াচ্ছই,দাঁড়া
দাঁড়াচ্ছও,দাঁড়া
দাঁড়াচ্ছি,দাঁড়া
দাঁড়াচ্ছিই,দাঁড়া
দাঁড়াচ্ছিও,দাঁড়া
দাঁড়াচ্ছিল,দাঁড়া
দাঁড়াচ্ছিলই,দাঁড়া
দাঁড়াচ্ছিলও,দাঁড়া
দাঁড়াচ্ছিলাম,দাঁড়া
দাঁড়াচ্ছিলামই,দাঁড়া
দাঁড়াচ্ছিলামও,দাঁড়া
দাঁড়াচ্ছিলি,দাঁড়া
দাঁড়াচ্ছিলিই,দাঁড়া
দাঁড়াচ্ছিলিও,দাঁড়া
দাঁড়াচ্ছিলে,দাঁড়া
দাঁড়াচ্ছিলেই,দাঁড়া
দাঁড়াচ্ছিলেও,দাঁড়া
দাঁড়াচ্ছিলেন,দাঁড়া
দাঁড়াচ্ছিলেনই,দাঁড়া
দাঁড়াচ্ছিলেনও,দাঁড়া
দাঁড়াচ্ছিস,দাঁড়া
দাঁড়াচ্ছিসই,দাঁড়া
দাঁড়াচ্ছিসও,দাঁড়া
দাঁড়াচ্ছে,দাঁড়া
দাঁড়াচ্ছেই,দাঁড়া
দাঁড়াচ্ছেও,দাঁড়া
দাঁড়াচ্ছেন,দাঁড়া
দাঁড়াচ্ছেনই,দাঁড়া
দাঁড়াচ্ছেনও,দাঁড়া
দাঁড়াত,দাঁড়া
দাঁড়াতই,দাঁড়া
দাঁড়াতও,দাঁড়া
দাঁড়াতাম,দাঁড়া
দাঁড়াতামই,দাঁড়া
দাঁড়াতামও,দাঁড়া
দাঁড়াতি,দাঁড়া
দাঁড়াতিই,দাঁড়া
দাঁড়াতিও,দাঁড়া
দাঁড়াতে,দাঁড়া
দাঁড়াতে থাকব,দাঁড়া
দাঁড়াতে থাকবই,দাঁড়া
দাঁড়াতে থাকবও,দাঁড়া
দাঁড়াতে থাকবি,দাঁড়া
দাঁড়াতে থাকবিই,দাঁড়া
দাঁড়াতে থাকবিও,দাঁড়া
দাঁড়াতে থাকবে,দাঁড়া
দাঁড়াতে থাকবেই,দাঁড়া
দাঁড়াতে থাকবেও,দাঁড়া
দাঁড়াতে থাকবেন,দাঁড়া
দাঁড়াতে থাকবেনই,দাঁড়া
দাঁড়াতে থাকবেনও,দাঁড়া
দাঁড়াতেই,দাঁড়া
দাঁড়াতেও,দাঁড়া
দাঁড়াতেন,দাঁড়া
দাঁড়াতেনই,দাঁড়া
দাঁড়াতেনও,দাঁড়া
দাঁড়ান,দাঁড়া
দাঁড়ানই,দাঁড়া
দাঁড়ানও,দাঁড়া
দাঁড়ানো,দাঁড়া
দাঁড়ানোই,দাঁড়া
দাঁড়ানোও,দাঁড়া
দাঁড়ানোর,দাঁড়া
দাঁড়ানোরই,দাঁড়া
দাঁড়ানোরও,দাঁড়া
দাঁড়াব,দাঁড়া
দাঁড়াবই,দাঁড়া
দাঁড়াবও,দাঁড়া
দাঁড়াবি,দাঁড়া
দাঁড়াবিই,দাঁড়া
দাঁড়াবিও,দাঁড়া
দাঁড়াবে,দাঁড়া
দাঁড়াবেই,দাঁড়া
দাঁড়াবেও,দাঁড়া
দাঁড়াবেন,দাঁড়া
দাঁড়াবেনই,দাঁড়া
দাঁড়াবেনও,দাঁড়া
দাঁড়াল,দাঁড়া
দাঁড়ালই,দাঁড়া
দাঁড়ালও,দাঁড়া
দাঁড়ালাম,দাঁড়া
দাঁড়ালামই,দাঁড়া
দাঁড়ালামও,দাঁড়া
দাঁড়ালি,দাঁড়া
দাঁড়ালিই,দাঁড়া
দাঁড়ালিও,দাঁড়া
দাঁড়ালে,দাঁড়া
দাঁড়ালেই,দাঁড়া
দাঁড়ালেও,দাঁড়া
দাঁড়ালেন,দাঁড়া
দাঁড়ালেনই,দাঁড়া
দাঁড়ালেনও,দাঁড়া
দাঁড়াস,দাঁড়া
দাঁড়াসই,দাঁড়া
দাঁড়াসও,দাঁড়া
দাঁড়ায়,দাঁড়া
দাঁড়ায়ই,দাঁড়া
দাঁড়ায়ও,দাঁড়া
দাঁড়িয়ে,দাঁড়া
দাঁড়িয়েই,দাঁড়া
দাঁড়িয়েও,দাঁড়া
দাঁড়িয়েছ,দাঁড়া
দাঁড়িয়েছই,দাঁড়া
দাঁড়িয়েছও,দাঁড়া
দাঁড়িয়েছি,দাঁড়া
দাঁড়িয়েছিই,দাঁড়া
দাঁড়িয়েছিও,দাঁড়া
দাঁড়িয়েছিল,দাঁড়া
দাঁড়িয়েছিলই,দাঁড়া
দাঁড়িয়েছিলও,দাঁড়া
দাঁড়িয়েছিলাম,দাঁড়া
দাঁড়িয়েছিলামই,দাঁড়া
দাঁড়িয়েছিলামও,দাঁড়া
দাঁড়িয়েছিলি,দাঁড়া
দাঁড়িয়েছিলিই,দাঁড়া
দাঁড়িয়েছিলিও,দাঁড়া
দাঁড়িয়েছিলে,দাঁড়া
দাঁড়িয়েছিলেই,দাঁড়া
দাঁড়িয়েছিলেও,দাঁড়া
দাঁড়িয়েছিলেন,দাঁড়া
দাঁড়িয়েছিলেনই,দাঁড়া
দাঁড়িয়েছিলেনও,দাঁড়া
দাঁড়িয়েছিস,দাঁড়া
দাঁড়িয়েছিসই,দাঁড়া
দাঁড়িয়েছিসও,দাঁড়া
দাঁড়িয়েছে,দাঁড়া
দাঁড়িয়েছেই,দাঁড়া
দাঁড়িয়েছেও,দাঁড়া
দাঁড়িয়েছেন,দাঁড়া
দাঁড়িয়েছেনই,দাঁড়া
দাঁড়িয়েছেনও,দাঁড়া
দে,দে
দেই,দে
দেইই,দে
দেইও,দে
দেও,দে
দেওয়া,দে
দেওয়াই,দে
দেওয়াও,দে
দেখ,দেখ
দেখই,দেখ
দেখও,দেখ
দেখছ,দেখ
দেখছই,দেখ
দেখছও,দেখ
দেখছি,দেখ
দেখছিই,দেখ
দেখছিও,দেখ
দেখছিল,দেখ
দেখছিলই,দেখ
দেখছিলও,দেখ
দেখছিলাম,দেখ
দেখছিলামই,দেখ
দেখছিলামও,দেখ
দেখছিলি,দেখ
দেখছিলিই,দেখ
দেখছিলিও,দেখ
দেখছিলে,দেখ
দেখছিলেই,দেখ
দেখছিলেও,দেখ
দেখছিলেন,দেখ
দেখছিলেনই,দেখ
দেখছিলেনও,দেখ
দেখছিস,দেখ
দেখছিসই,দেখ
দেখছিসও,দেখ
দেখছে,দেখ
দেখছেই,দেখ
দেখছেও,দেখ
দেখছেন,দেখ
দেখছেনই,দেখ
দেখছেনও,দেখ
দেখত,দেখ
দেখতই,দেখ
দেখতও,দেখ
দেখতাম,দেখ
দেখতামই,দেখ
দেখতামও,দেখ
দেখতি,দেখ
দেখতিই,দেখ
দেখতিও,দেখ
দেখতে,দেখ
দেখতে থাকব,দেখ
দেখতে থাকবই,দেখ
দেখতে থাকবও,দেখ
দেখতে থাকবি,দেখ
দেখতে থাকবিই,দেখ
দেখতে থাকবিও,দেখ
দেখতে থাকবে,দেখ
দেখতে থাকবেই,দেখ
দেখতে থাকবেও,দেখ
দেখতে থাকবেন,দেখ
দেখতে থাকবেনই,দেখ
দেখতে থাকবেনও,দেখ
দেখতেই,দেখ
দেখতেও,দেখ
দেখতেন,দেখ
দেখতেনই,দেখ
দেখতেনও,দেখ
দেখব,দেখ
দেখবই,দেখ
দেখবও,দেখ
দেখবি,দেখ
দেখবিই,দেখ
দেখবিও,দেখ
দেখবে,দেখ
দেখবেই,দেখ
দেখবেও,দেখ
দেখবেন,দেখ
দেখবেনই,দেখ
দেখবেনও,দেখ
দেখল,দেখ
দেখলই,দেখ
দেখলও,দেখ
দেখলাম,দেখ
